"Election_Date","Election_Type","Parliament","Constituency","Province_Territory","Combined_Key","Number_of_Candidates","Number_of_Parties","District_Magnitude","Valid_Votes"
1872-07-20,"General","2","Lotbinière","Quebec","Lotbinière, Quebec",1,1,1,0
1872-07-20,"General","2","Lunenburg","Nova Scotia","Lunenburg, Nova Scotia",2,2,1,2543
1872-07-20,"General","2","Marquette","Manitoba","Marquette, Manitoba",4,3,1,584
1872-07-20,"General","2","Maskinongé","Quebec","Maskinongé, Quebec",2,2,1,1591
1872-07-20,"General","2","Mégantic","Quebec","Mégantic, Quebec",2,2,1,1832
1872-07-20,"General","2","Middlesex East","Ontario","Middlesex East, Ontario",2,2,1,3727
1872-07-20,"General","2","Middlesex North","Ontario","Middlesex North, Ontario",1,1,1,0
1872-07-20,"General","2","Middlesex West","Ontario","Middlesex West, Ontario",3,3,1,2595
1872-07-20,"General","2","Missisquoi","Quebec","Missisquoi, Quebec",2,2,1,2301
1872-07-20,"General","2","Monck","Ontario","Monck, Ontario",2,2,1,2627
1872-07-20,"General","2","Montcalm","Quebec","Montcalm, Quebec",1,1,1,0
1872-07-20,"General","2","Montmagny","Quebec","Montmagny, Quebec",2,2,1,1269
1872-07-20,"General","2","Montmorency","Quebec","Montmorency, Quebec",2,2,1,1096
1872-07-20,"General","2","Montreal Centre","Quebec","Montreal Centre, Quebec",1,1,1,0
1872-07-20,"General","2","Montreal East","Quebec","Montreal East, Quebec",2,2,1,5271
1872-07-20,"General","2","Montreal West","Quebec","Montreal West, Quebec",2,2,1,3460
1872-07-20,"General","2","Muskoka","Ontario","Muskoka, Ontario",2,2,1,1181
1872-07-20,"General","2","Napierville","Quebec","Napierville, Quebec",2,1,1,1203
1872-07-20,"General","2","New Westminster","British Columbia","New Westminster, British Columbia",1,1,1,0
1872-07-20,"General","2","Niagara","Ontario","Niagara, Ontario",2,2,1,598
1872-07-20,"General","2","Nicolet","Quebec","Nicolet, Quebec",2,2,1,1543
1872-07-20,"General","2","Norfolk North","Ontario","Norfolk North, Ontario",2,2,1,2598
1872-07-20,"General","2","Norfolk South","Ontario","Norfolk South, Ontario",2,2,1,2306
1872-07-20,"General","2","Northumberland","New Brunswick","Northumberland, New Brunswick",1,1,1,0
1872-07-20,"General","2","Northumberland East","Ontario","Northumberland East, Ontario",2,2,1,2945
1872-07-20,"General","2","Northumberland West","Ontario","Northumberland West, Ontario",1,1,1,0
1872-07-20,"General","2","Ontario North","Ontario","Ontario North, Ontario",2,2,1,3455
1872-07-20,"General","2","Ontario South","Ontario","Ontario South, Ontario",2,2,1,2839
1872-07-20,"General","2","Ottawa (City of)","Ontario","Ottawa (City of), Ontario",2,2,2,0
1872-07-20,"General","2","Ottawa (County of)","Quebec","Ottawa (County of), Quebec",1,1,1,0
1872-07-20,"General","2","Oxford North","Ontario","Oxford North, Ontario",1,1,1,0
1872-07-20,"General","2","Oxford South","Ontario","Oxford South, Ontario",1,1,1,0
1872-07-20,"General","2","Peel","Ontario","Peel, Ontario",2,2,1,2506
1872-07-20,"General","2","Perth North","Ontario","Perth North, Ontario",2,2,1,3640
1872-07-20,"General","2","Perth South","Ontario","Perth South, Ontario",2,2,1,2939
1872-07-20,"General","2","Peterborough East","Ontario","Peterborough East, Ontario",2,2,1,1556
1872-07-20,"General","2","Peterborough West","Ontario","Peterborough West, Ontario",2,2,1,1450
1872-07-20,"General","2","Pictou","Nova Scotia","Pictou, Nova Scotia",4,4,2,8788
1872-07-20,"General","2","Pontiac","Quebec","Pontiac, Quebec",2,2,1,2927
1872-07-20,"General","2","Portneuf","Quebec","Portneuf, Quebec",2,2,1,2307
1872-07-20,"General","2","Prescott","Ontario","Prescott, Ontario",1,1,1,0
1872-07-20,"General","2","Prince Edward","Ontario","Prince Edward, Ontario",2,2,1,3384
1872-07-20,"General","2","Provencher","Manitoba","Provencher, Manitoba",1,1,1,0
1872-07-20,"General","2","Quebec-Centre","Quebec","Quebec-Centre, Quebec",2,2,1,1658
1872-07-20,"General","2","Quebec County","Quebec","Quebec County, Quebec",2,2,1,1731
1872-07-20,"General","2","Quebec East","Quebec","Quebec East, Quebec",1,1,1,0
1872-07-20,"General","2","Quebec West","Quebec","Quebec West, Quebec",2,2,1,1177
1872-07-20,"General","2","Queen's","New Brunswick","Queen's, New Brunswick",1,1,1,0
1872-07-20,"General","2","Queens","Nova Scotia","Queens, Nova Scotia",1,1,1,0
1872-07-20,"General","2","Renfrew North","Ontario","Renfrew North, Ontario",2,2,1,1452
1872-07-20,"General","2","Renfrew South","Ontario","Renfrew South, Ontario",2,2,1,1561
1872-07-20,"General","2","Restigouche","New Brunswick","Restigouche, New Brunswick",3,2,1,762
1872-07-20,"General","2","Richelieu","Quebec","Richelieu, Quebec",2,2,1,2357
1872-07-20,"General","2","Richmond","Nova Scotia","Richmond, Nova Scotia",2,2,1,871
1872-07-20,"General","2","Richmond--Wolfe","Quebec","Richmond--Wolfe, Quebec",4,2,1,2055
1872-07-20,"General","2","Rimouski","Quebec","Rimouski, Quebec",2,2,1,2531
1872-07-20,"General","2","Rouville","Quebec","Rouville, Quebec",2,1,1,2010
1872-07-20,"General","2","Russell","Ontario","Russell, Ontario",2,2,1,2169
1872-07-20,"General","2","Saint Maurice","Quebec","Saint Maurice, Quebec",1,1,1,0
1872-07-20,"General","2","Selkirk","Manitoba","Selkirk, Manitoba",2,2,1,320
1872-07-20,"General","2","Shefford","Quebec","Shefford, Quebec",2,2,1,2664
1872-07-20,"General","2","Shelburne","Nova Scotia","Shelburne, Nova Scotia",1,1,1,0
1872-07-20,"General","2","Sherbrooke (Town of)","Quebec","Sherbrooke (Town of), Quebec",1,1,1,0
1872-07-20,"General","2","Simcoe North","Ontario","Simcoe North, Ontario",2,2,1,3760
1872-07-20,"General","2","Simcoe South","Ontario","Simcoe South, Ontario",1,1,1,0
1872-07-20,"General","2","Soulanges","Quebec","Soulanges, Quebec",2,1,1,1279
1872-07-20,"General","2","St. Hyacinthe","Quebec","St. Hyacinthe, Quebec",2,2,1,2001
1872-07-20,"General","2","St. John's","Quebec","St. John's, Quebec",1,1,1,0
1872-07-20,"General","2","St. John (City and County of)","New Brunswick","St. John (City and County of), New Brunswick",4,2,2,7710
1872-07-20,"General","2","St. John (City of )","New Brunswick","St. John (City of ), New Brunswick",2,2,1,2990
1872-07-20,"General","2","Stanstead","Quebec","Stanstead, Quebec",1,1,1,0
1872-07-20,"General","2","Stormont","Ontario","Stormont, Ontario",2,2,1,1620
1872-07-20,"General","2","Sunbury","New Brunswick","Sunbury, New Brunswick",1,1,1,0
1872-07-20,"General","2","Témiscouata","Quebec","Témiscouata, Quebec",3,3,1,1144
1872-07-20,"General","2","Terrebonne","Quebec","Terrebonne, Quebec",1,1,1,0
1872-07-20,"General","2","Three Rivers","Quebec","Three Rivers, Quebec",1,1,1,0
1872-07-20,"General","2","Toronto Centre","Ontario","Toronto Centre, Ontario",2,2,1,2404
1872-07-20,"General","2","Toronto East","Ontario","Toronto East, Ontario",2,2,1,1647
1872-07-20,"General","2","Toronto West","Ontario","Toronto West, Ontario",2,2,1,1617
1872-07-20,"General","2","Two Mountains","Quebec","Two Mountains, Quebec",1,1,1,0
1872-07-20,"General","2","Vancouver","British Columbia","Vancouver, British Columbia",1,1,1,0
1872-07-20,"General","2","Vaudreuil","Quebec","Vaudreuil, Quebec",2,2,1,1689
1872-07-20,"General","2","Verchères","Quebec","Verchères, Quebec",2,2,1,1157
1872-07-20,"General","2","Victoria","British Columbia","Victoria, British Columbia",3,2,2,894
1872-07-20,"General","2","Victoria","New Brunswick","Victoria, New Brunswick",2,2,1,1420
1872-07-20,"General","2","Victoria","Nova Scotia","Victoria, Nova Scotia",1,1,1,0
1872-07-20,"General","2","Victoria North","Ontario","Victoria North, Ontario",2,2,1,1170
1872-07-20,"General","2","Victoria South","Ontario","Victoria South, Ontario",2,2,1,2298
1872-07-20,"General","2","Waterloo North","Ontario","Waterloo North, Ontario",1,1,1,0
1872-07-20,"General","2","Waterloo South","Ontario","Waterloo South, Ontario",1,1,1,0
1872-07-20,"General","2","Welland","Ontario","Welland, Ontario",2,2,1,2650
1872-07-20,"General","2","Wellington Centre","Ontario","Wellington Centre, Ontario",2,2,1,2822
1872-07-20,"General","2","Wellington North","Ontario","Wellington North, Ontario",2,2,1,2468
1872-07-20,"General","2","Wellington South","Ontario","Wellington South, Ontario",1,1,1,0
1872-07-20,"General","2","Wentworth North","Ontario","Wentworth North, Ontario",2,2,1,2185
1872-07-20,"General","2","Wentworth South","Ontario","Wentworth South, Ontario",2,2,1,2198
1872-07-20,"General","2","Westmorland","New Brunswick","Westmorland, New Brunswick",1,1,1,0
1872-07-20,"General","2","Yale","British Columbia","Yale, British Columbia",2,2,1,62
1872-07-20,"General","2","Yamaska","Quebec","Yamaska, Quebec",2,2,1,1690
1872-07-20,"General","2","Yarmouth","Nova Scotia","Yarmouth, Nova Scotia",2,2,1,1616
1872-07-20,"General","2","York","New Brunswick","York, New Brunswick",1,1,1,0
1872-07-20,"General","2","York East","Ontario","York East, Ontario",1,1,1,0
1872-07-20,"General","2","York North","Ontario","York North, Ontario",2,2,1,3259
1872-07-20,"General","2","York West","Ontario","York West, Ontario",2,2,1,1733
1872-11-23,"By-Election","2","Welland","Ontario","Welland, Ontario",2,2,1,3019
1873-02-15,"By-Election","2","Bonaventure","Quebec","Bonaventure, Quebec",1,1,1,0
1873-03-26,"By-Election","2","Quebec County","Quebec","Quebec County, Quebec",2,2,1,932
1873-04-10,"By-Election","2","Durham West","Ontario","Durham West, Ontario",1,1,1,0
1873-07-05,"By-Election","2","Hants","Nova Scotia","Hants, Nova Scotia",1,1,1,0
1873-07-07,"By-Election","2","Antigonish","Nova Scotia","Antigonish, Nova Scotia",1,1,1,0
1873-07-07,"By-Election","2","Ontario South","Ontario","Ontario South, Ontario",1,1,1,0
1873-09-18,"By-Election","2","Carleton","New Brunswick","Carleton, New Brunswick",1,1,1,0
1873-09-29,"By-Election","2","King's County","Prince Edward Island","King's County, Prince Edward Island",2,2,2,0
1873-09-29,"By-Election","2","Prince County","Prince Edward Island","Prince County, Prince Edward Island",2,2,2,0
1873-09-29,"By-Election","2","Queen's County","Prince Edward Island","Queen's County, Prince Edward Island",2,1,2,0
1873-10-13,"By-Election","2","Provencher","Manitoba","Provencher, Manitoba",1,1,1,0
1873-10-28,"By-Election","2","Laval","Quebec","Laval, Quebec",1,1,1,0
1873-11-25,"By-Election","2","Lambton","Ontario","Lambton, Ontario",1,1,1,0
1873-11-26,"By-Election","2","Glengarry","Ontario","Glengarry, Ontario",1,1,1,0
1873-11-27,"By-Election","2","Bellechasse","Quebec","Bellechasse, Quebec",1,1,1,0
1873-11-27,"By-Election","2","Napierville","Quebec","Napierville, Quebec",1,1,1,0
1873-11-28,"By-Election","2","Westmorland","New Brunswick","Westmorland, New Brunswick",1,1,1,0
1873-12-01,"By-Election","2","St. John (City and County of)","New Brunswick","St. John (City and County of), New Brunswick",1,1,1,0
1873-12-01,"By-Election","2","St. John (City of )","New Brunswick","St. John (City of ), New Brunswick",1,1,1,0
1873-12-03,"By-Election","2","Lennox","Ontario","Lennox, Ontario",1,1,1,0
1873-12-03,"By-Election","2","Queen's County","Prince Edward Island","Queen's County, Prince Edward Island",1,1,1,0
1873-12-04,"By-Election","2","Bruce South","Ontario","Bruce South, Ontario",1,1,1,0
1873-12-09,"By-Election","2","Shelburne","Nova Scotia","Shelburne, Nova Scotia",1,1,1,0
1873-12-18,"By-Election","2","Toronto West","Ontario","Toronto West, Ontario",1,1,1,0
1873-12-20,"By-Election","2","Antigonish","Nova Scotia","Antigonish, Nova Scotia",1,1,1,0
1873-12-20,"By-Election","2","Victoria","Nova Scotia","Victoria, Nova Scotia",2,2,1,1064
1874-01-22,"General","3","Addington","Ontario","Addington, Ontario",2,2,1,2257
1874-01-22,"General","3","Albert","New Brunswick","Albert, New Brunswick",2,2,1,1570
1874-01-22,"General","3","Algoma","Ontario","Algoma, Ontario",3,2,1,712
1874-01-22,"General","3","Annapolis","Nova Scotia","Annapolis, Nova Scotia",2,2,1,1098
1874-01-22,"General","3","Antigonish","Nova Scotia","Antigonish, Nova Scotia",1,1,1,0
1874-01-22,"General","3","Argenteuil","Quebec","Argenteuil, Quebec",2,2,1,1458
1874-01-22,"General","3","Bagot","Quebec","Bagot, Quebec",2,2,1,2283
1874-01-22,"General","3","Beauce","Quebec","Beauce, Quebec",1,1,1,0
1874-01-22,"General","3","Beauharnois","Quebec","Beauharnois, Quebec",3,3,1,1371
1874-01-22,"General","3","Bellechasse","Quebec","Bellechasse, Quebec",1,1,1,0
1874-01-22,"General","3","Berthier","Quebec","Berthier, Quebec",1,1,1,0
1874-01-22,"General","3","Bonaventure","Quebec","Bonaventure, Quebec",2,2,1,1805
1874-01-22,"General","3","Bothwell","Ontario","Bothwell, Ontario",2,2,1,2737
1874-01-22,"General","3","Brant North","Ontario","Brant North, Ontario",1,1,1,0
1874-01-22,"General","3","Brant South","Ontario","Brant South, Ontario",2,2,1,2482
1874-01-22,"General","3","Brockville","Ontario","Brockville, Ontario",2,2,1,1778
1874-01-22,"General","3","Brome","Quebec","Brome, Quebec",1,1,1,0
1874-01-22,"General","3","Bruce North","Ontario","Bruce North, Ontario",1,1,1,0
1874-01-22,"General","3","Bruce South","Ontario","Bruce South, Ontario",2,2,1,4303
1874-01-22,"General","3","Cape Breton","Nova Scotia","Cape Breton, Nova Scotia",3,3,2,3495
1874-01-22,"General","3","Cardwell","Ontario","Cardwell, Ontario",2,2,1,2344
1874-01-22,"General","3","Cariboo","British Columbia","Cariboo, British Columbia",2,2,1,232
1874-01-22,"General","3","Carleton","Ontario","Carleton, Ontario",3,2,1,1848
1874-01-22,"General","3","Carleton","New Brunswick","Carleton, New Brunswick",1,1,1,0
1874-01-22,"General","3","Chambly","Quebec","Chambly, Quebec",2,2,1,1590
1874-01-22,"General","3","Champlain","Quebec","Champlain, Quebec",2,2,1,2115
1874-01-22,"General","3","Charlevoix","Quebec","Charlevoix, Quebec",2,2,1,2481
1874-01-22,"General","3","Charlotte","New Brunswick","Charlotte, New Brunswick",2,2,1,2740
1874-01-22,"General","3","Châteauguay","Quebec","Châteauguay, Quebec",2,2,1,1430
1874-01-22,"General","3","Chicoutimi--Saguenay","Quebec","Chicoutimi--Saguenay, Quebec",2,2,1,1888
1874-01-22,"General","3","Colchester","Nova Scotia","Colchester, Nova Scotia",2,2,1,2742
1874-01-22,"General","3","Compton","Quebec","Compton, Quebec",2,2,1,1922
1874-01-22,"General","3","Cornwall","Ontario","Cornwall, Ontario",2,2,1,919
1874-01-22,"General","3","Cumberland","Nova Scotia","Cumberland, Nova Scotia",2,2,1,2781
1874-01-22,"General","3","Digby","Nova Scotia","Digby, Nova Scotia",2,2,1,1799
1874-01-22,"General","3","Dorchester","Quebec","Dorchester, Quebec",2,2,1,1769
1874-01-22,"General","3","Drummond--Arthabaska","Quebec","Drummond--Arthabaska, Quebec",2,2,1,1478
1874-01-22,"General","3","Dundas","Ontario","Dundas, Ontario",2,2,1,2705
1874-01-22,"General","3","Durham East","Ontario","Durham East, Ontario",2,2,1,2095
1874-01-22,"General","3","Durham West","Ontario","Durham West, Ontario",2,2,1,2017
1874-01-22,"General","3","Elgin East","Ontario","Elgin East, Ontario",2,2,1,3590
1874-01-22,"General","3","Elgin West","Ontario","Elgin West, Ontario",2,2,1,2107
1874-01-22,"General","3","Essex","Ontario","Essex, Ontario",2,2,1,4271
1874-01-22,"General","3","Frontenac","Ontario","Frontenac, Ontario",2,2,1,1868
1874-01-22,"General","3","Gaspé","Quebec","Gaspé, Quebec",2,2,1,1045
1874-01-22,"General","3","Glengarry","Ontario","Glengarry, Ontario",2,2,1,1900
1874-01-22,"General","3","Gloucester","New Brunswick","Gloucester, New Brunswick",1,1,1,0
1874-01-22,"General","3","Grenville South","Ontario","Grenville South, Ontario",2,2,1,2101
1874-01-22,"General","3","Grey East","Ontario","Grey East, Ontario",2,2,1,2687
1874-01-22,"General","3","Grey North","Ontario","Grey North, Ontario",2,2,1,2561
1874-01-22,"General","3","Grey South","Ontario","Grey South, Ontario",2,2,1,2111
1874-01-22,"General","3","Guysborough","Nova Scotia","Guysborough, Nova Scotia",2,2,1,1303
1874-01-22,"General","3","Haldimand","Ontario","Haldimand, Ontario",1,1,1,0
1874-01-22,"General","3","Halifax","Nova Scotia","Halifax, Nova Scotia",3,3,2,6999
1874-01-22,"General","3","Halton","Ontario","Halton, Ontario",2,2,1,2905
1874-01-22,"General","3","Hamilton","Ontario","Hamilton, Ontario",4,3,2,7202
1874-01-22,"General","3","Hants","Nova Scotia","Hants, Nova Scotia",2,2,1,2774
1874-01-22,"General","3","Hastings East","Ontario","Hastings East, Ontario",2,2,1,2027
1874-01-22,"General","3","Hastings North","Ontario","Hastings North, Ontario",2,2,1,1599
1874-01-22,"General","3","Hastings West","Ontario","Hastings West, Ontario",2,2,1,463
1874-01-22,"General","3","Hochelaga","Quebec","Hochelaga, Quebec",1,1,1,0
1874-01-22,"General","3","Huntingdon","Quebec","Huntingdon, Quebec",2,2,1,924
1874-01-22,"General","3","Huron Centre","Ontario","Huron Centre, Ontario",2,2,1,2240
1874-01-22,"General","3","Huron North","Ontario","Huron North, Ontario",2,2,1,3165
1874-01-22,"General","3","Huron South","Ontario","Huron South, Ontario",2,2,1,2958
1874-01-22,"General","3","Iberville","Quebec","Iberville, Quebec",1,1,1,0
1874-01-22,"General","3","Inverness","Nova Scotia","Inverness, Nova Scotia",2,2,1,2325
1874-01-22,"General","3","Jacques Cartier","Quebec","Jacques Cartier, Quebec",1,1,1,0
1874-01-22,"General","3","Joliette","Quebec","Joliette, Quebec",2,2,1,1803
1874-01-22,"General","3","Kamouraska","Quebec","Kamouraska, Quebec",1,1,1,0
1874-01-22,"General","3","Kent","Ontario","Kent, Ontario",2,2,1,3718
1874-01-22,"General","3","Kent","New Brunswick","Kent, New Brunswick",2,2,1,2642
1874-01-22,"General","3","King's","New Brunswick","King's, New Brunswick",2,2,1,3040
1874-01-22,"General","3","King's County","Prince Edward Island","King's County, Prince Edward Island",3,3,2,4730
1874-01-22,"General","3","Kings","Nova Scotia","Kings, Nova Scotia",2,1,1,1988
1874-01-22,"General","3","Kingston","Ontario","Kingston, Ontario",2,2,1,1640
1874-01-22,"General","3","L'Assomption","Quebec","L'Assomption, Quebec",2,2,1,1697
1874-01-22,"General","3","L'Islet","Quebec","L'Islet, Quebec",1,1,1,0
1874-01-22,"General","3","Lambton","Ontario","Lambton, Ontario",1,1,1,0
1874-01-22,"General","3","Lanark North","Ontario","Lanark North, Ontario",1,1,1,0
1874-01-22,"General","3","Lanark South","Ontario","Lanark South, Ontario",2,2,1,2207
1874-01-22,"General","3","Laprairie","Quebec","Laprairie, Quebec",1,1,1,0
1874-01-22,"General","3","Laval","Quebec","Laval, Quebec",1,1,1,0
1874-01-22,"General","3","Leeds North and Grenville North","Ontario","Leeds North and Grenville North, Ontario",2,2,1,1703
1874-01-22,"General","3","Leeds South","Ontario","Leeds South, Ontario",2,2,1,3201
1874-01-22,"General","3","Lennox","Ontario","Lennox, Ontario",1,1,1,0
1874-01-22,"General","3","Lévis","Quebec","Lévis, Quebec",2,2,1,3242
1874-01-22,"General","3","Lincoln","Ontario","Lincoln, Ontario",2,2,1,2831
1874-01-22,"General","3","Lisgar","Manitoba","Lisgar, Manitoba",2,2,1,501
1874-01-22,"General","3","London","Ontario","London, Ontario",2,2,1,2477
1874-01-22,"General","3","Lotbinière","Quebec","Lotbinière, Quebec",2,2,1,1064
1874-01-22,"General","3","Lunenburg","Nova Scotia","Lunenburg, Nova Scotia",1,1,1,0
1874-01-22,"General","3","Marquette","Manitoba","Marquette, Manitoba",2,1,1,744
1874-01-22,"General","3","Maskinongé","Quebec","Maskinongé, Quebec",2,2,1,1371
1874-01-22,"General","3","Mégantic","Quebec","Mégantic, Quebec",3,2,1,1876
